id,question,answer,answer_value,answer_unit,ref_id,ref_url,supporting_materials,explanation,Cohort,Corrected,Quote,Table,Figure,Math,is_NA,CrossPaper,Reconcile
q113,True or False: the energy that Wisconsin's proposed data centers would use has been quantified.,FALSE,0,is_blank,['wpf2026'],https://wispolicyforum.org/wp-content/uploads/2026/01/Focus_26_01_DataCenters.pdf,"Quote: ""It is not yet known how much energy would be used by the proposed data centers in Wisconsin.""","Evidence: quote. The source states plainly that the figure does not exist yet. This is answerable - 'not yet known' is a finding in the text - and is NOT an is_NA row, where the corpus would be silent rather than explicit.",2026,0,1,0,0,0,0,0,0
q119,"How much electricity did U.S. data centers consume in 2018, in terawatt-hours?",About 76 TWh,76,TWh,['shehabi2024'],['https://eta-publications.lbl.gov/sites/default/files/2024-12/lbnl-2024-united-states-data-center-energy-usage-report_1.pdf'],"""by 2018 data centers consumed about 76 TWh, representing 1.9% of total U.S. electricity consumption""","Evidence: quote. LBNL reports about 76 TWh in 2018, or 1.9% of total U.S. electricity consumption.",2026,0,1,0,0,0,0,0,0
q122,"How long can it take to build new transmission lines in advanced economies, in years?",Four to eight years,"[4,8]",years,['iea2025'],['https://iea.blob.core.windows.net/assets/de9dea13-b07d-42c5-a398-d1b3ae17d866/EnergyandAI.pdf'],"""Building new transmission lines can take four to eight years in advanced economies""",Evidence: quote. The IEA reports a four-to-eight-year build time for new transmission lines in advanced economies.,2026,1,1,0,0,0,0,0,0
q133,"In a study of serving large language models across mixed GPU types, at a request rate of 1-2 per second one accelerator is described as significantly underutilized and incurring exorbitant costs. Which accelerator is it?",H100,H100,is_blank,['griggs2024'],https://arxiv.org/pdf/2404.14527,"Quote: ""For example, at 1-2 req/s, H100 is significantly underutilized and incurs exorbitant costs."" Context: ""L4/A10G are more cost efficient than A100/H100 at low request rates because they achieve greater utilization.""","Evidence: quote. The resource-management lesson: at low load the largest accelerator is the most expensive choice per unit of work, because cost is paid for capacity whether or not it is used.",2026,0,1,0,0,0,0,0,0
q134,A popular claim puts an AI chat query at ten times the energy of a conventional search. An independent analysis separately estimates the increase in search's total energy demand from full AI augmentation. How many times larger is the independent estimate than the popular ten-times claim?,6-7 times larger (the independent estimate is 60-70x),"[6,7]",multiplier,"['luccioni2025c', 'vanderbauwhede2024']","['https://arxiv.org/pdf/2506.15572', 'https://arxiv.org/abs/2407.16894v2']","vanderbauwhede2024: 'By our estimates, energy demand increase by 60-70x.' luccioni2025c documents the widely repeated ten-times claim in media coverage.",Evidence: combination. The independent estimate is 60-70x (vanderbauwhede2024); the popular claim is 10x; 60/10 to 70/10 = 6-7.,2026,0,0,0,0,1,0,1,1
q135,True or False: the water-use effectiveness a data center reports for its own site is a complete account of the water consumed to run it.,FALSE,0,is_blank,['li2025b'],['https://arxiv.org/pdf/2304.03271'],"li2025b distinguishes on-site (scope-1) water consumption from the off-site water consumed generating the electricity the facility purchases, which for U.S. average generation is roughly 3.1 L/kWh against reported on-site figures near 0.2 L/kWh.","Evidence: combination. FALSE. The on-site figure is real and it is a boundary, not a total -- the electricity arrives having already consumed water elsewhere.",2026,0,1,0,0,0,0,0,0
q137,"For U.S. electricity generation, how many times larger is the average water withdrawn per kilowatt-hour than the average water actually consumed?",~14x,"[13.85,14.41]",multiplier,['li2025b'],https://arxiv.org/pdf/2304.03271,"Quote: ""the U.S. national average water withdrawal and consumption are estimated at about 43.8 L/kWh [20] and 3.1 L/kWh [8], respectively"".","Evidence: reconciliation. 43.8 / 3.1 = 14.13. Withdrawal and consumption are routinely quoted interchangeably in press coverage of AI water use, and they differ by more than an order of magnitude - withdrawn water is largely returned to the source, consumed water is not. Answering requires noticing that the paper reports two different quantities in one sentence rather than one quantity twice. Scored as a +-2% bracket.",2026,0,1,0,0,1,0,0,1
q138,"A data center runs a closed-loop cooling system, so little water evaporates on site. Its remaining water footprint comes mostly from the water consumed in producing what? Answer with a noun phrase of at most three words.",The water consumed generating the electricity it uses,electricity generation,is_blank,"['li2025b', 'shehabi2024', 'bolaoszuiga2026']","['https://arxiv.org/pdf/2304.03271', 'https://eta-publications.lbl.gov/sites/default/files/2024-12/lbnl-2024-united-states-data-center-energy-usage-report_1.pdf', 'https://arxiv.org/pdf/2608.09882']","Quote: ""For electricity generation, the U.S. national average water withdrawal and consumption are estimated at about 43.8 L/kWh and 3.1 L/kWh, respectively."" Site cooling and generation are separate stages of the same footprint.","Evidence: quote. The chain a closed loop does not break: the plant supplying the electricity still consumes water, and that stage is roughly an order of magnitude larger than on-site cooling.",2026,1,1,0,0,0,0,0,0
q142,"True or False: The AI Act mandates providers to disclose the greenhouse gas emissions of AI applications, such as oil and gas exploration.",FALSE,0,is_blank,['ebert2024'],['https://arxiv.org/pdf/2410.06681'],Section 4.3 Transparency: 'The AI Act fails to address the greenhouse gas (GHG) emissions generated by AI applications... Leaving such applications with significant climate effects out of scope creates a notable reporting gap.',"Evidence: quote. Section 5.3 states 'The AI Act fails to address the greenhouse gas (GHG) emissions generated by AI applications, for instance in sectors like oil and gas exploration,' so the answer is FALSE.",2025,0,1,0,0,0,0,0,0
q146,"Proposed legislation in one state would require a data center to file a disclosure report before construction above what capacity, in megawatts?",5 MW,5,MW,['agl2025'],https://greatlakes.org/wp-content/uploads/2025/08/AGL_WaterUse_Report_Aug2025_Final.pdf,"Quote: ""Proposed legislation in New York requires a data center with the capacity to consume 5 MW or more to submit a disclosure report to the state's utility commission prior to beginning construction, though it contains no similar provision regarding water use disclosure.""","Evidence: quote. Note the gap the same sentence records: the threshold covers electricity, not water.",2026,0,1,0,0,0,0,0,0
q148,"According to a transparency analysis, unmeasured emissions from AI adoption undermine which kind of corporate climate commitment?",Net zero commitments,net zero,is_blank,['luccioni2025c'],['https://arxiv.org/pdf/2506.15572'],"luccioni2025c: ""AI adoption creates unmeasured emissions that undermine corporate net zero commitments.""","Evidence: quote. The paper's transparency argument in one line: a pledge whose progress is not measured cannot be kept, and AI adoption is adding emissions that corporate net zero accounting is not capturing. Answer with the two-word term.",2026,0,1,0,0,0,0,0,0
q149,A widely repeated estimate put one ChatGPT interaction at about 3 Wh. A black-box benchmark later estimated a short GPT-4o query at 0.42 Wh. How many times larger is the widely repeated figure than the benchmarked short-query one?,About 7 times larger,"[7.0,7.29]",multiplier,"['luccioni2025c', 'jegham2025']","['https://arxiv.org/pdf/2506.15572', 'https://arxiv.org/pdf/2505.09598']","luccioni2025c: the October 2023 estimate of ""approximately 3 Wh per LLM interaction"", traced to a secondhand remark. jegham2025: ""a single short GPT-4o query consumes 0.42 Wh"" (100 input / 300 output tokens).","Evidence: combination. 3 / 0.42 = 7.14; scored as a +-2% bracket. Two lessons, not one. The hearsay number runs ~7x above the benchmarked short-query estimate -- and per-query smallness is itself the misleading frame: the same benchmark that measured 0.42 Wh warns that ""while these per-query values may seem modest when isolated, their impact becomes considerable at scale,"" and projects GPT-4o inference alone at roughly 391,509-463,269 MWh for 2025. Getting the per-query number right and concluding the impact is small are different claims; the sources support the first and reject the second.",2026,1,0,0,0,1,0,1,1
q150,GPT-4o's projected 2025 inference energy is roughly how many times the energy that trained GPT-3?,Roughly 300-360 times,"[304,360]",multiplier,"['jegham2025', 'patterson2021']","['https://arxiv.org/pdf/2505.09598', 'https://arxiv.org/pdf/2104.10350']","jegham2025 projects 391,509-463,269 MWh for GPT-4o inference in 2025; patterson2021 reports 1,287 MWh for GPT-3 training. Projection attributed as such in the question.","Evidence: combination. 391,509/1,287 = 304.2; 463,269/1,287 = 360.0. Bracket spans the source's own projection range.",2026,0,0,0,0,1,0,1,0
q151,True or False: data centers growing larger while consumer devices grow smaller is offered as an example of a space rebound effect.,TRUE,1,is_blank,['luccioni2025a'],['https://arxiv.org/pdf/2501.16548'],"Table 1, Space rebound effects: ""Datacenters are getting bigger while devices are getting smaller.""",Evidence: table. The footprint does not disappear when your phone gets thinner; it moves somewhere you do not see it.,2026,0,1,1,0,0,0,0,0
q153,"For AI-driven emissions reductions merely to match total data centre emissions, today's AI applications would have to be adopted across roughly what percentage of light industries?",15 percent,15,percent,['iea2025'],['https://iea.blob.core.windows.net/assets/de9dea13-b07d-42c5-a398-d1b3ae17d866/EnergyandAI.pdf'],"these existing AI applications would need to be scaled up to around a third of energy-intensive industries, a quarter of high-tech industries and 15% of other light industries",Evidence: quote. The adoption level required merely to BREAK EVEN against data centre emissions -- not to come out ahead.,2026,0,1,0,0,0,0,0,0
q154,An energy benchmark reports GPU rankings using mean power draw rather than peak draw. Averaging over the whole run captures which periods that a peak figure omits? Answer with a single word.,Idle,idle,is_blank,['argerich2026'],['https://arxiv.org/pdf/2604.09048v1'],"We therefore utilize mean power draw, as it captures idle and active periods and enables consistent comparisons of LLM-GPU deployments in server scenarios.","Evidence: quote. argerich2026: 'we utilize mean power draw, as it captures idle and active periods'. Answer form pinned to one word 2026-08-17.",2026,0,1,0,0,0,0,0,0
q156,"One estimate of language model training emissions applies a global-average data center overhead multiplier, while a later measurement reports the actual multiplier for the facility where GPT-3 was trained. How many times larger is the global-average figure than the measured one?",~1.44x,"[1.408,1.465]",multiplier,"['strubell2019', 'patterson2021']","['https://arxiv.org/pdf/1906.02243', 'https://arxiv.org/pdf/2104.10350']","strubell2019: ""We use a PUE coefficient of 1.58, the 2018 global average for data centers (Ascierto, 2018)."" patterson2021: ""OpenAI told us that the PUE for the datacenter where GPT-3 ran was 1.10"".",Evidence: reconciliation. 1.58 / 1.10 = 1.436. Both PUE figures are correct for what they describe - a 2018 industry-wide average versus one measured hyperscale facility - so an emissions estimate built on the global average overstates a hyperscaler-trained model by about 44% on this term alone. This is a large part of why widely circulated training-emissions numbers exceed the operators' own. Scored as a +-2% bracket.,2026,1,1,0,0,1,0,1,1
q159,"By 2027, the global AI demand is projected to account for how many billion cubic meters of water withdrawal?",4.2 to 6.6 billion cubic meters,"[4.2,6.6]",billion cubic meters,['li2025b'],['https://arxiv.org/pdf/2304.03271'],"""More critically, the global AI demand is projected to account for 4.2 - 6.6 billion cubic meters of water withdrawal in 2027...""","Evidence: quote. The paper states that ""the global AI demand is projected to account for 4.2 - 6.6 billion cubic meters of water withdrawal in 2027,"" giving the range 4.2 to 6.6 billion cubic meters.",2025,1,1,0,0,0,0,0,0
q160,"When training a Llama-3.1 scale model in Altoona, Iowa, the health cost was what percentage of the electricity cost?",122%,122,percent,['han2024'],['https://arxiv.org/pdf/2412.06288'],Table 3,"Evidence: table. Table 3 (cost of training a Llama-3.1-scale model in Meta's U.S. data centers) lists Altoona, IA with a health cost equal to 122% of the electricity cost.",2025,0,0,1,0,0,0,0,0
q162,One study estimates that how many queries to the GPT-3 model consume approximately half a liter of water?,10 to 50 queries,"[10,50]",queries,['luccioni2025a'],['https://arxiv.org/pdf/2501.16548'],"Other studies have sought to estimate water usage at the level of individual AI models, with one paper suggesting that 10-50 queries on GPT-3 consumes around half a liter of water [68].","Evidence: quote. The paper states ""one paper suggesting that 10-50 queries on GPT-3 consumes around half a liter of water,"" so 10 to 50 queries consume approximately half a liter.",2025,1,1,0,0,0,0,0,0
q163,True or False: The public health costs of AI are evenly distributed across communities in the U.S.,FALSE,0,is_blank,['han2024'],['https://arxiv.org/pdf/2412.06288'],"Critically, the health costs are unevenly distributed across counties and communities, disproportionately affecting low-income counties...","Evidence: quote. The paper states 'the health costs are unevenly distributed across counties and communities, disproportionately affecting low-income counties,' so the claim that costs are evenly distributed is FALSE.",2025,0,1,0,0,0,0,0,0
q170,"Cooling methods that apply water directly to equipment use less water and electricity than the common alternative, but risk introducing what into the process? Answer with a single word.",They can introduce contaminants into the process,contaminants,is_blank,['agl2025'],https://greatlakes.org/wp-content/uploads/2025/08/AGL_WaterUse_Report_Aug2025_Final.pdf,"Quote: ""Other cooling methods, such as liquid immersion or direct-to-chip cooling, consume less water and electricity by directly using water to cool equipment but can introduce contaminants into the process.""","Evidence: quote. A genuine tradeoff rather than a strict improvement, which is why cooling choice is not a single efficiency axis.",2026,1,1,0,0,0,0,0,0
q171,"Above what daily withdrawal capacity, in gallons per day, must a water user register with the state in every Great Lakes state?","100,000 gallons per day",100000,gallons per day,['agl2025'],https://greatlakes.org/wp-content/uploads/2025/08/AGL_WaterUse_Report_Aug2025_Final.pdf,"Quote: ""At minimum, every state requires any person with the capacity to withdraw 100,000 gallons per day or more to register with the state.""",Evidence: quote. The floor for visibility into who is taking water.,2026,0,1,0,0,0,0,0,0
q172,"What was total consumptive water use in the region in 2023, in billion gallons per day?",About 1.9 billion gallons per day,1.9,billion gallons per day,['agl2025'],https://greatlakes.org/wp-content/uploads/2025/08/AGL_WaterUse_Report_Aug2025_Final.pdf,"Quote: ""Total consumptive water use in 2023 was about 1.9 billion gallons per day, less than 5% of the total amount of water withdrawn that year.""",Evidence: quote.,2026,0,1,0,0,0,0,0,0
q175,What percentage of the Switch Transformer's 1500 billion parameters are activated per token?,0.10%,0.1,percent,['patterson2021'],['https://arxiv.org/pdf/2104.10350'],"""Switch Transformer simplifies the Mixture of Expert (MoE) routing algorithm to design intuitive improved models with reduced communication and computational costs [Fed21]. The authors show large sparse models 1500B parameters but only 0.1% activated per token""can deliver up to 7x increases in pre-training speed with the same computational resources. We estimated it used 179 MWh and produced 59 net tCO 2 e.""","Evidence: quote. Patterson et al. (2021) describe the Switch Transformer as 'large sparse models-1500B parameters but only 0.1% activated per token,' so 0.10% of the 1500B parameters are activated per token (Table 4 likewise lists 0.10% activated per token).",2025,0,1,0,0,0,0,0,0
q176,"What does limited availability of energy-reporting data weaken, in an analysis of AI regulation?","Transparency and accountability, and therefore public oversight and market responses",transparency and accountability,is_blank,['ebert2024'],https://arxiv.org/pdf/2410.06681,"Quote: ""The limited availability of this data significantly reduces transparency and accountability, thereby weakening the potential for public oversight and market responses.""",Evidence: quote. Names the mechanism by which a measurement gap becomes a governance problem.,2026,1,1,0,0,0,0,0,0
q183,"What is the average energy consumption, in kWh, for performing 1,000 image generation inferences?",2.907 kWh,2.907,kWh,['luccioni2024'],['https://arxiv.org/pdf/2311.16863'],"Table 2. Mean and standard deviation of energy per 1,000 queries for the ten tasks examined in our analysis.","Evidence: table. Table 2 (mean energy per 1,000 queries by task) lists image generation at a mean of 2.907 kWh per 1,000 inferences.",2025,1,0,1,0,0,0,0,0
q187,How many GPU hours were required to train FAIR's RoBERTa on 160GB of text?,"25,000 hours",25000,hours,['schwartz2019'],['https://arxiv.org/pdf/1907.10597'],"""FAIR's RoBERTa [23] was trained on 160GB of text, roughly 40 billion word-pieces, requiring around 25,000 GPU hours to train.""","Evidence: quote. The paper states 'FAIR's RoBERTa was trained on 160GB of text, roughly 40 billion word-pieces, requiring around 25,000 GPU hours to train.'",2025,0,1,0,0,0,0,0,0
q189,What was the US national datacenter average Power Usage Effectiveness (PUE) in 2020?,1.59,1.59,PUE,['patterson2021'],['https://arxiv.org/pdf/2104.10350'],"""In 2020, it was 1.59""","Evidence: quote. Patterson et al. (2021) state of the US national datacenter average PUE 'In 2020, it was 1.59,' giving the answer of 1.59.",2025,0,1,0,0,0,0,0,0
q190,Which software package was used to measure energy consumption during inference runs?,CodeCarbon,CodeCarbon,is_blank,"['zschache2025', 'luccioni2024']","['https://arxiv.org/pdf/2508.14170', 'https://arxiv.org/pdf/2311.16863']","Section 3.3: 'The energy consumption and the runtime of the inference phase were measured by the CodeCarbon package'. luccioni2024, Quote: ""used the Code Carbon package [47] to measure both the energy consumed and the carbon emitted during inference""",Evidence: quote. Section 3.3 states 'The energy consumption and the runtime of the inference phase were measured by the CodeCarbon package.' (2026 ref audit: citation set made exhaustive - luccioni2024 states the same fact.),2025,1,1,0,0,0,0,0,0
q191,Which U.S. Senator introduced the AI Environmental Impacts Act bill in February 2024?,Edward J. Markey,Edward J. Markey,is_blank,['ebert2024'],['https://arxiv.org/pdf/2410.06681'],"Section 3.4: 'On 1 Feb 2024, the bill for an AI Environmental Impacts Act was introduced in the U.S. Senate by Senator Edward J. Markey (D-MA).'","Evidence: quote. Section 4.4 states 'a bill for an AI Environmental Impacts Act ... was introduced in the U.S. Senate by Senator Edward J. Markey (D-MA) on 1 Feb 2024,' identifying Edward J. Markey.",2025,0,1,0,0,0,0,0,0
q193,What is the energy consumption (in Wh) of a single short query to GPT-4o?,0.42 Wh,0.42,Wh,['jegham2025'],['https://arxiv.org/pdf/2505.09598'],"While a single short GPT-4o query consumes 0.42 Wh, scaling this to 700 million queries/day results in substantial annual environmental impacts.","Evidence: quote. Jegham et al. (2025) state 'a single short GPT-4o query consumes 0.42 Wh,' giving the answer of 0.42 Wh.",2025,1,1,0,0,0,0,0,0
q194,"What was the total amount of electronic waste generated worldwide in 2022, in metric tons?",62 million metric tons,62000000,metric tons,['luccioni2025a'],['https://arxiv.org/pdf/2501.16548'],"Al-s expanding operational footprint also contributes to electronic waste (e-waste), which is now the fastest-growing segment of solid waste worldwide, reaching 62 million tonnes in 2022.","Evidence: quote. The source reports e-waste 'reaching 62 million tonnes in 2022'; the answer_unit is metric tons, so the value is written out in full as 62,000,000.",2025,1,1,0,0,0,0,0,0
q196,Which model ranked highest in a recent eco-efficiency analysis using DEA?,Claude-3.7 Sonnet,Claude-3.7 Sonnet,is_blank,['jegham2025'],['https://arxiv.org/pdf/2505.09598'],"Claude-3.7 Sonnet scored highest (0.886), combining strong reasoning with an efficient infrastructure footprint.","Evidence: combination. Jegham et al. (2025) report from their cross-efficiency DEA analysis (figure/Appendix C) that 'Claude-3.7 Sonnet scored highest (0.886),' ranking it the top eco-efficiency model.",2025,0,1,0,1,0,0,0,0
q200,"What was Wisconsin's peak electricity demand in 2024, in gigawatts?",14.6 gigawatts,14.6,GW,['wpf2026'],['https://wispolicyforum.org/wp-content/uploads/2026/01/Focus_26_01_DataCenters.pdf'],"""peak demand decreased from a high of 15 gigawatts in 2006 to 14.6 gigawatts in 2024""","Evidence: quote. PSC-collected utility data put 2024 Wisconsin peak demand at 14.6 GW, down from a 2006 high of 15 GW.",2026,0,1,0,0,0,0,0,0
q201,How many metric tons of CO2 equivalent were reported for training Llama 3.1 405B?,"8,930 tCO2e",8930,tCO2e,['gao2025'],['https://www.gao.gov/assets/gao-25-107172.pdf'],"Table 1, Llama 3.1 405B row, metric tons carbon dioxide equivalent column.","Evidence: table. GAO Table 1 reports 8,930 tCO2e for training Llama 3.1 405B.",2026,1,0,1,0,0,0,0,0
q203,"How much electricity is a standard keyword search estimated to use, in watt-hours?",0.3 Wh,0.3,Wh,['gao2025'],['https://www.gao.gov/assets/gao-25-107172.pdf'],"""is estimated to use 0.3 watt-hours (Wh) of electricity""","Evidence: quote. GAO cites an estimate of 0.3 Wh for a standard keyword search, against which generative AI use is compared.",2026,0,1,0,0,0,0,0,0
q206,"What is the mean energy consumption, in kWh, for 1,000 object detection inferences?",0.038 kWh,0.038,kWh,['luccioni2024'],['https://arxiv.org/pdf/2311.16863'],Table 2,"Evidence: table. Table 2 lists object detection with a mean of 0.038 kWh per 1,000 inferences.",2026,0,0,1,0,0,0,0,0
q209,What fleet-wide power usage effectiveness did Google claim for the twelve months ending Q1 2021?,1.10,1.10,PUE,['dodge2022'],['https://arxiv.org/pdf/2206.05229'],Section 3.2,Evidence: quote. The paper cites a claimed PUE of 1.10 across Google's data center fleet for the 12 months ending Q1 2021.,2026,0,1,0,0,0,0,0,0
q211,How many billion gallons of groundwater did Wisconsin agricultural producers withdraw in 2023?,Nearly 125 billion gallons,125,billion gallons,['agl2025'],https://greatlakes.org/wp-content/uploads/2025/08/AGL_WaterUse_Report_Aug2025_Final.pdf,"Quote: ""In 2023, Wisconsin agricultural producers withdrew nearly 125 billion gallons of groundwater, with the majority of withdrawals occurring between June and August.""",Evidence: quote. Context for whether data center demand is large relative to existing regional uses.,2026,0,1,0,0,0,0,0,0
q212,True or False: efficiency improvements in generative AI reliably reduce its total energy demand.,FALSE,0,is_blank,['gao2025'],https://www.gao.gov/assets/gao-25-107172.pdf,"Quote: ""Increased efficiencies could reduce the costs of generative AI, resulting in an increased demand, which could cause an energy demand that would outstrip any efficiency gains.""",Evidence: quote. Cheaper per unit invites more units. This is why a per-query efficiency gain cannot be read directly as a reduction in total impact.,2026,0,1,0,0,0,0,0,0
q213,"A Taiwanese manufacturer's projected water demand was part of the case for approving a Lake Michigan diversion to Mount Pleasant, Wisconsin. What ultimately happened to that company's initially proposed development?",It was scaled back,scaled back,is_blank,['agl2025'],['https://greatlakes.org/wp-content/uploads/2025/08/AGL_WaterUse_Report_Aug2025_Final.pdf'],"agl2025: ""While Foxconn has since scaled back its initially proposed development, Microsoft purchased some of the property owned by Foxconn and is now constructing a data center there.""","Evidence: quote. The diversion was approved in 2018 partly to supply Foxconn's proposed plant; agl2025 records that Foxconn ""has since scaled back its initially proposed development."" The projected demand that justified the approval did not materialise at the projected scale -- the corpus's clearest example of why a developer's forecast is a claim, not a commitment. Answer with the two-word phrase the source uses.",2026,0,1,0,0,0,0,0,0
q214,Meta's reported training emissions for the Llama 3 family are how many times larger than the reported training emissions of GPT-3?,"About 20.6 times (11,390 vs 552 tCO2e)","[20.2,21.1]",multiplier,"['luccioni2025c', 'patterson2021']","['https://arxiv.org/pdf/2506.15572', 'https://arxiv.org/pdf/2104.10350']","luccioni2025c reports 11,390 tCO2e for Llama 3 family pre-training; patterson2021 reports 552 tCO2e for GPT-3.","Evidence: combination. 11,390 / 552 = 20.63; bracket is +-2% rounded outward.",2026,0,0,0,0,1,0,1,0
q215,"One report lists Microsoft's Asia-Pacific water-use effectiveness at more than three times its global average. What are the two values, in L/kWh?",1.65 L/kWh in Asia-Pacific vs about 0.5 L/kWh globally,"(1.65,0.5)",L/kWh,['iea2025'],['https://iea.blob.core.windows.net/assets/de9dea13-b07d-42c5-a398-d1b3ae17d866/EnergyandAI.pdf'],"iea2025: 'cooling in Asia Pacific was 1.65 litres per kilowatt hour (kWh) - more than three times the global average of its data centres of around 0.5 litres per kWh (Microsoft, 2022)'.",Evidence: quote. List gold: both values required.,2026,0,1,0,0,0,0,0,0
q216,An influential early estimate of NLP training emissions assumed a data center overhead multiplier of 1.58; the measured U.S. national average shortly afterward was 1.59. True or False: that assumption was materially wrong about the NATIONAL average.,FALSE,0,is_blank,"['strubell2019', 'patterson2021']","['https://arxiv.org/pdf/1906.02243', 'https://arxiv.org/pdf/2104.10350']","strubell2019 assumed PUE 1.58; patterson2021 gives the measured national average of 1.59. What the assumption missed was the specific efficient facility (about 1.1), not the nation.","Evidence: reconciliation. The assumption matched the national average almost exactly; the famous critique is about facility-specific overhead, not the national figure.",2026,0,0,0,0,0,0,1,1
q217,"Mining one kilogram of rare-earth materials for GPU manufacturing is estimated to consume how much water, in kL?",About 11 kL per kg,11,kL,['morrison2025'],['https://arxiv.org/pdf/2503.05804'],"""We additionally estimate the environmental impact from mining rare earth metals used during manufacturing, assuming an H100 is 0.1% rare earth metal by mass. Mining 1 kg of rare earth materials consumes about 11 kL of water""",Evidence: quote. morrison2025: 'Mining 1 kg of rare earth materials consumes about 11 kL of water.' Per single H100 the paper derives only ~2.2 L (the GPU is ~0.1% rare earth by mass) -- the old question asked per-GPU while the gold held the per-kg figure; caught by the gold audit.,2025,0,1,0,0,0,0,0,0
q218,Name the freight-sector application identified as a way AI can reduce energy use and costs.,Predictive maintenance,predictive maintenance,is_blank,['iea2025'],['https://iea.blob.core.windows.net/assets/de9dea13-b07d-42c5-a398-d1b3ae17d866/EnergyandAI.pdf'],Predictive maintenance for freight fleets is another area where AI can help reduce energy use and costs,"Evidence: quote. A concrete, unglamorous case where the benefit side of the ledger is real.",2026,0,1,0,0,0,0,0,0
q219,"In October 2023, a widely repeated number for the energy used per ChatGPT interaction was published. It was built on a secondhand remark, not on any measurement. What was the number, in Wh?",Approximately 3 Wh (unverified),3,Wh,['luccioni2025c'],https://arxiv.org/pdf/2506.15572,"Quote: ""This remark was used was the basis of an estimate published in October 2023 of 'approximately 3 Wh per LLM interaction'.""","Evidence: quote. luccioni2025c traces the ""approximately 3 Wh per LLM interaction"" estimate to Hennessy's secondhand remark plus a 2009 Google blog figure, and calls it misleading. The gold is what the estimate WAS. OpenAI has published no first-party measurement; the closest thing to ground truth in this corpus is jegham2025's black-box benchmark, which puts a short GPT-4o query at 0.42 Wh and a long one at 1.788 Wh -- so the folk number runs roughly 7x high for the typical short interaction. (2026 review: an earlier explanation claimed no measured figure exists at all, which overstated it; third-party benchmarked estimates exist, first-party disclosure does not.)",2026,1,1,0,0,0,0,0,0
q220,"A major cloud provider reports the water used at its own data centers per kilowatt-hour of IT electricity, and the U.S. average water consumed generating a kilowatt-hour is reported elsewhere. Taken together, how many liters of water does one kilowatt-hour of data center electricity account for?",~3.28 liters per kWh,"[3.21,3.35]",liters per kWh,"['amazon2023', 'li2025b']","['https://sustainability.aboutamazon.com/2023-amazon-sustainability-report.pdf', 'https://arxiv.org/pdf/2304.03271']","amazon2023: ""0.18 Liters of water per kilowatt-hour (L/kWh) water use effectiveness (WUE) for AWS data centers"" - on-site cooling only. li2025b: ""the U.S. national average water withdrawal and consumption are estimated at about 43.8 L/kWh and 3.1 L/kWh, respectively"" - the consumption value is off-site, at the generating plant.","Evidence: reconciliation. The two figures look like competing estimates of the same quantity and are not: 0.18 L/kWh is SITE water evaporated at the building, 3.1 L/kWh is SOURCE water consumed generating the electricity. They measure different stages, so they ADD rather than compete: 0.18 + 3.1 = 3.28 L/kWh. A system that treats them as rival estimates answers 0.18, 3.1, or an average, and all three are wrong. Scored as a +-2% bracket. Note the authority trap: the 0.18 is a company self-report and is the most reliable number here for what AWS measures on site, and the least appropriate one for the water cost of AI.",2026,1,1,0,0,1,0,1,1
q221,Two documents report the pre-training energy of the BLOOM model and their figures disagree. By how many megawatt-hours do they differ?,About 86.8 MWh,86.8,MWh,"['luccioni2025c', 'gao2025']","['https://arxiv.org/pdf/2506.15572', 'https://www.gao.gov/assets/gao-25-107172.pdf']","luccioni2025c, Appendix Table 1 (Range of Pre-Training Environmental Impacts), BLOOM row: 520 MWh / 30 tCO2e. gao2025, training energy table, BLOOM 176B (July 2022) row: 433.2 MWh.","Evidence: two tables, one subtraction. Both documents report the same nominal quantity -- BLOOM's pre-training energy -- and disagree by about 20%: 520 MWh in luccioni2025c's appendix against 433.2 MWh in the GAO assessment, a difference of 86.8 MWh. Neither figure alone answers the question. (2026 review: this row previously asked for BLOOM's pre-training energy outright with a single gold of 520, so a contestant who found the GAO table -- the more prominent of the two -- scored zero for citing a correct published figure. The disagreement is the interesting fact and is now what the question asks about.)",2025,1,0,1,0,1,0,1,1
q222,How many times greater are the reported training emissions of Google's Gemma2 than those reported for BLOOM?,About 24.7x,"[24.21,25.2]",multiplier,['gao2025'],['https://www.gao.gov/assets/gao-25-107172.pdf'],"Gemma2 1,247.61 tCO2e; BLOOM 50.5 tCO2e (gao2025, Table 1).","Evidence: combination. 1,247.61 / 50.5 = 24.7. Scored as a +-2% bracket around the exact derivation (24.7051) so the contestant's rounding path does not decide the score.",2026,1,0,1,0,1,0,0,0
q223,"Compared to a CPU server baseline, by what factor can full-stack optimization (including platform-level caching, GPU acceleration, and algorithmic changes) reduce the operational carbon footprint of a Transformer-based universal translation model?",810x,810,multiplier,['wu2021a'],['https://arxiv.org/pdf/2111.00364'],"""Efficiency Optimization: Optimization across the axes of algorithms, platforms, infrastructures, hardware can significantly reduce the operational carbon footprint for the Transformer-based universal translation model by 810x.""","Evidence: quote. Wu et al. (2021) state that optimization across algorithms, platforms, infrastructures, and hardware 'can significantly reduce the operational carbon footprint for the Transformer-based universal translation model by 810x' (Figure 7 shows the cumulative reduction labeled 810x), giving 810x.",2025,0,1,0,0,0,0,0,0
